CustomerID,Age,Gender,Tenure,AverageTransactionValue,PurchaseFrequency,LastPurchaseDaysAgo,TotalVisits,MembershipType,Region,EmailEngagement,DiscountUsage,Churn
C2909,62,Male,6,538.42,2,43,49,Basic,East,Medium,3,0
C2910,68,Male,1,509.76,2,172,33,Silver,East,Medium,0,0
C2911,41,Male,2,408.81,1,99,34,Gold,West,High,0,0
C2912,52,Female,5,597.35,3,55,38,Basic,East,Medium,7,0
C2913,41,Male,2,467.59,6,167,56,Gold,North,Medium,0,0
C2914,34,Female,1,207.92,7,133,85,Basic,East,Low,4,1
C2915,22,Male,6,523.32,1,112,26,Basic,West,Medium,9,0
C2916,37,Male,8,307.37,5,143,9,Basic,North,Medium,8,0
C2917,38,Male,8,118.08,5,91,15,Gold,West,Medium,2,0
C2918,57,Female,8,260.71,1,16,90,Basic,South,Low,9,0
C2919,48,Female,6,481.78,4,57,36,Silver,West,High,1,0
C2920,63,Male,3,580.1,10,102,28,Silver,South,Medium,4,0
C2921,53,Female,1,238.07,1,25,15,Basic,South,Low,1,0
C2922,28,Male,2,223.26,1,22,15,Gold,East,High,9,0
C2923,69,Male,5,381.81,7,159,21,Basic,North,Medium,0,0
C2924,32,Male,5,505.84,7,123,36,Gold,East,Medium,8,0
C2925,36,Female,1,473.26,3,162,87,Basic,North,High,9,0
C2926,24,Male,1,379.98,7,87,31,Silver,West,Low,8,1
C2927,68,Male,9,415.69,3,144,36,Silver,South,Low,0,0
C2928,45,Male,2,221.05,2,143,65,Gold,South,Medium,3,0
C2929,68,Female,7,316.29,10,82,29,Basic,South,Low,4,0
C2930,60,Male,4,227.68,4,102,68,Silver,West,High,1,0
C2931,22,Female,7,542.21,10,141,68,Basic,West,High,8,0
C2932,22,Male,8,156.28,3,24,32,Basic,East,Medium,8,0
C2933,47,Female,5,439.87,7,141,44,Basic,East,High,8,0
C2934,49,Male,1,230.14,1,36,95,Basic,North,Low,7,0
C2935,25,Male,4,337.79,6,49,18,Gold,North,Medium,5,0
C2936,27,Female,3,249.71,2,82,46,Silver,South,High,0,0
C2937,55,Female,5,261.62,8,48,43,Basic,West,High,9,0
C2938,64,Male,6,230.2,5,97,6,Gold,West,Medium,4,0
C2939,49,Female,2,476.4,3,102,85,Basic,East,Low,7,1
C2940,65,Male,7,282.86,10,171,5,Silver,East,Low,3,0
C2941,45,Male,3,463.18,7,6,36,Gold,North,Medium,7,0
C2942,34,Male,1,328.03,11,68,87,Gold,North,Medium,5,0
C2943,48,Female,3,373.62,2,14,68,Basic,East,Low,0,0
C2944,25,Male,9,371.64,5,30,82,Silver,East,Medium,0,0
C2945,57,Female,6,587.93,11,110,35,Basic,West,High,2,0
C2946,42,Male,6,283.53,8,8,62,Gold,North,Medium,0,0
C2947,26,Female,4,203.84,11,66,86,Silver,East,Low,3,0
C2948,19,Female,8,555.9,1,132,82,Silver,East,High,2,0
C2949,32,Male,5,187.42,1,84,18,Basic,South,Low,6,0
C2950,67,Female,7,517.21,3,120,92,Silver,East,Medium,8,0
C2951,20,Male,9,175.11,3,53,73,Silver,East,Low,6,0
C2952,66,Male,5,429.36,7,99,20,Silver,West,Medium,4,0
C2953,53,Male,5,175.27,6,74,73,Silver,East,Medium,0,0
C2954,21,Male,4,561.54,7,143,58,Gold,North,Medium,4,0
C2955,31,Male,6,382.5,4,100,17,Silver,South,Medium,0,0
C2956,58,Female,2,264.64,11,129,84,Basic,West,Low,5,1
C2957,58,Male,3,170.16,2,150,83,Gold,North,Medium,7,0
C2958,42,Female,1,285.6,2,15,35,Basic,South,Medium,6,0
C2959,67,Female,2,452.51,10,22,73,Silver,South,Low,0,0
C2960,27,Male,2,292.48,1,178,25,Gold,East,High,7,0
C2961,38,Female,8,223.05,9,48,34,Basic,South,High,8,0
C2962,53,Male,8,388.7,7,117,27,Gold,South,High,9,0
C2963,29,Female,2,308.91,10,73,42,Silver,East,Medium,1,0
C2964,44,Female,6,182.9,3,120,33,Silver,West,Low,0,0
C2965,57,Female,5,176.99,2,179,81,Basic,East,Medium,5,0
C2966,19,Male,3,453.73,3,17,36,Basic,West,High,3,0
C2967,30,Female,5,587.34,7,106,66,Platinum,South,Low,6,0
C2968,49,Male,5,216.55,5,83,95,Basic,North,Medium,2,0
C2969,48,Female,5,486.57,3,104,49,Silver,West,Medium,2,0
C2970,33,Female,3,143.8,9,91,53,Basic,West,Low,7,0
C2971,49,Female,3,290.79,2,179,37,Basic,West,Medium,6,0
C2972,49,Female,4,353.34,7,165,8,Silver,West,High,4,0
C2973,51,Male,7,234.37,10,49,22,Basic,South,Medium,2,0
C2974,28,Male,2,364.79,6,59,74,Platinum,North,Low,0,0
C2975,27,Female,4,541.31,6,138,68,Silver,West,Medium,2,0
C2976,32,Female,4,572.22,7,30,32,Silver,North,Low,8,0
C2977,34,Male,1,150.28,6,85,62,Basic,South,Medium,0,0
C2978,57,Male,8,235.92,2,21,95,Platinum,West,High,4,0
C2979,35,Male,1,589.57,11,34,94,Basic,North,Medium,3,0
C2980,26,Male,8,235.21,5,73,60,Silver,West,Medium,5,0
C2981,42,Female,7,446.35,3,98,24,Basic,West,Medium,1,0
C2982,57,Female,9,226.73,9,178,81,Basic,South,Medium,3,0
C2983,31,Male,8,278.18,8,76,96,Silver,West,Medium,8,0
C2984,42,Male,5,195.64,10,175,38,Silver,North,High,4,0
C2985,67,Male,8,528.15,11,85,91,Basic,North,Medium,7,0
C2986,39,Male,3,541.32,2,84,14,Basic,South,High,1,0
C2987,69,Male,7,248.46,1,134,98,Silver,East,High,8,0
C2988,47,Male,4,511.79,4,178,26,Basic,East,Medium,6,0
C2989,37,Female,5,279.12,4,109,9,Basic,South,High,6,0
C2990,38,Female,9,149.51,10,63,48,Basic,South,Low,1,0
C2991,61,Female,7,479.04,11,12,13,Basic,East,Medium,7,0
C2992,49,Male,4,398.22,2,169,47,Basic,East,Medium,8,0
C2993,68,Male,6,237.19,7,159,8,Basic,North,Medium,9,0
C2994,63,Male,7,226.5,3,2,46,Silver,North,High,4,0
C2995,66,Female,9,587.81,7,144,69,Basic,North,Low,2,0
C2996,38,Male,4,531.25,7,129,45,Silver,East,Low,2,0
C2997,52,Male,3,504.9,1,132,68,Platinum,South,High,5,0
C2998,49,Female,8,164.01,6,47,59,Platinum,West,Low,0,0
C2999,47,Male,1,477.59,4,52,94,Gold,North,Low,9,0
C3000,56,Female,9,207.27,11,47,22,Basic,West,Medium,8,0
C3001,66,Female,1,588.69,8,99,20,Basic,South,Medium,5,0
C3002,29,Male,2,126.04,8,50,91,Gold,East,Medium,8,0
C3003,58,Female,8,276.07,3,45,50,Basic,North,High,2,0
C3004,64,Male,9,314.32,4,42,40,Basic,East,Low,9,0
C3005,35,Female,7,512.1,1,71,94,Silver,South,High,2,0
C3006,38,Male,3,483.11,10,57,70,Basic,North,Low,9,0
C3007,30,Female,7,287.5,2,33,48,Gold,South,Low,6,0
C3008,38,Male,6,382.78,7,156,9,Silver,South,Medium,6,0
C3009,25,Female,2,517.8,11,114,33,Silver,North,Low,3,1
C3010,63,Female,3,109.1,7,44,8,Gold,West,Medium,7,0
C3011,57,Female,5,501.09,9,114,90,Basic,North,Medium,1,0
C3012,63,Male,4,573.45,10,56,53,Silver,East,Low,0,0
C3013,24,Male,2,116.03,9,44,76,Basic,West,High,0,0
C3014,40,Female,4,122.79,9,96,89,Silver,North,Medium,1,0
C3015,61,Male,8,272.26,6,73,12,Basic,North,High,5,0
C3016,49,Female,5,143.88,8,34,56,Silver,North,High,7,0
C3017,28,Male,5,339.64,9,14,73,Platinum,North,Low,2,0
C3018,39,Female,3,464.36,7,157,25,Basic,North,Medium,5,0
C3019,39,Male,8,383.45,4,125,31,Basic,East,Medium,7,0
C3020,60,Female,6,198.22,4,79,42,Basic,South,High,8,0
C3021,42,Female,2,427.41,6,145,9,Basic,East,High,7,0
C3022,39,Female,2,442.43,11,83,89,Basic,South,Medium,6,0
C3023,45,Female,9,566.22,4,137,65,Gold,North,Low,3,0
C3024,46,Male,7,173.4,11,27,12,Basic,East,Medium,2,0
C3025,30,Female,9,446.17,7,177,90,Basic,South,High,6,0
C3026,35,Male,6,555.71,8,165,22,Silver,South,Medium,0,0
C3027,19,Male,5,350.78,8,156,8,Basic,North,High,6,0
C3028,46,Female,1,280.9,8,50,8,Basic,North,Medium,5,0
C3029,38,Male,6,185.37,2,55,41,Silver,West,Low,2,0
C3030,32,Male,6,533.39,10,132,19,Silver,West,High,2,0
C3031,69,Male,3,297.12,2,98,42,Basic,South,High,1,0
C3032,44,Female,3,562.44,2,147,31,Basic,West,Low,0,0
C3033,67,Male,3,523.88,2,37,89,Basic,East,Low,4,0
C3034,48,Male,3,288.32,4,132,52,Basic,South,Medium,6,0
C3035,32,Female,7,386.96,5,37,50,Basic,East,Medium,6,0
C3036,68,Female,2,113.59,4,179,50,Silver,West,Medium,5,0
C3037,40,Male,2,231.61,5,160,52,Gold,East,Low,9,1
C3038,41,Female,3,455.14,4,173,63,Basic,South,Medium,5,0
C3039,61,Male,7,438.96,7,112,8,Silver,East,Medium,6,0
C3040,30,Male,3,276.68,10,12,79,Basic,South,Medium,7,0
C3041,39,Male,7,504.3,1,169,23,Silver,West,Medium,4,0
C3042,60,Female,9,217.92,1,56,61,Silver,South,High,0,0
C3043,54,Male,4,330.64,2,80,23,Gold,West,Medium,6,0
C3044,50,Female,7,336.27,1,14,95,Basic,North,Medium,1,0
C3045,20,Female,9,270.41,10,54,46,Basic,West,Medium,4,0
C3046,36,Male,8,577.33,10,65,96,Silver,South,Medium,6,0
C3047,40,Female,8,448.34,11,116,9,Basic,South,Medium,6,0
C3048,46,Female,9,369.6,3,58,52,Basic,North,Medium,8,0
C3049,47,Female,5,355.26,6,96,29,Basic,North,Medium,4,0
C3050,56,Female,5,179.65,10,21,71,Silver,West,High,5,0
C3051,61,Female,3,286.09,11,4,30,Basic,East,High,9,0
C3052,64,Male,5,436.39,6,73,78,Platinum,East,Medium,5,0
C3053,42,Female,8,562.29,1,127,92,Basic,North,High,0,0
C3054,54,Male,5,508.23,6,46,66,Basic,West,High,9,0
C3055,64,Male,4,250.19,5,12,97,Silver,North,High,6,0
C3056,25,Male,8,316.98,7,128,11,Basic,North,Low,9,0
C3057,59,Male,7,141.46,6,30,48,Basic,South,Medium,6,0
C3058,33,Male,6,151.09,7,94,91,Basic,South,Medium,3,0
C3059,25,Male,5,335.12,2,60,31,Basic,South,Medium,3,0
C3060,18,Female,5,365.11,1,100,46,Silver,North,Low,5,0
C3061,61,Female,2,232.01,7,71,77,Basic,West,Medium,2,0
C3062,22,Female,4,421.39,9,81,60,Gold,East,Medium,9,0
C3063,20,Male,8,451.69,2,142,7,Silver,East,High,5,0
C3064,18,Female,8,249.56,7,111,17,Basic,South,Medium,3,0
C3065,21,Female,1,479.21,3,44,74,Basic,West,Low,9,0
C3066,57,Female,2,202.8,6,108,63,Basic,South,Low,7,1
C3067,52,Male,5,372.13,3,102,42,Basic,West,Medium,4,0
C3068,49,Female,9,502.14,10,154,89,Silver,West,Medium,7,0
C3069,59,Male,7,368.5,11,91,87,Basic,West,Medium,8,0
C3070,51,Female,5,553.98,11,109,93,Gold,North,Medium,3,0
C3071,60,Male,1,129.25,11,16,72,Basic,West,High,0,0
C3072,42,Male,6,394.16,5,110,90,Basic,North,Low,9,0
C3073,27,Male,8,380.88,2,7,73,Basic,East,Medium,6,0
C3074,38,Female,7,430.18,8,160,5,Basic,East,High,6,0
C3075,63,Female,2,516.7,8,89,54,Gold,North,High,4,0
C3076,56,Male,5,462.93,7,95,85,Silver,East,Low,4,0
C3077,44,Female,4,495.14,6,16,77,Basic,East,Low,0,0
C3078,44,Male,9,244.41,1,105,13,Gold,South,Low,2,0
C3079,19,Male,1,293.75,8,122,57,Gold,North,High,0,0
C3080,58,Female,6,413.39,1,89,92,Silver,North,Medium,6,0
C3081,65,Female,3,376.73,8,62,14,Gold,North,Medium,4,0
C3082,30,Female,9,580.55,11,30,88,Silver,South,Low,3,0
C3083,26,Male,5,193.42,2,140,85,Silver,North,Low,6,0
C3084,69,Male,6,275.64,8,67,81,Basic,East,Medium,8,0
C3085,53,Female,9,386.38,10,46,33,Basic,West,Medium,5,0
C3086,39,Male,9,533.98,4,43,40,Silver,South,Medium,8,0
C3087,59,Female,8,564.67,7,45,91,Gold,South,Low,5,0
C3088,43,Male,9,268.02,5,80,31,Silver,North,Medium,9,0
C3089,29,Female,4,133.55,8,32,22,Gold,West,High,8,0
C3090,34,Female,6,310.81,6,8,22,Basic,West,Low,5,0
C3091,31,Male,5,297.17,5,113,13,Silver,West,High,8,0
C3092,31,Female,5,593.24,1,62,71,Silver,East,Low,2,0
C3093,51,Female,4,315.53,3,20,11,Silver,West,Low,4,0
C3094,37,Male,2,252.86,10,146,62,Silver,North,Medium,4,0
C3095,28,Female,6,282.69,9,101,83,Basic,East,High,9,0
C3096,33,Male,9,298.46,9,6,34,Basic,West,Medium,7,0
C3097,68,Female,1,510.77,5,84,77,Platinum,North,Medium,6,0
C3098,48,Male,7,140.51,3,108,65,Basic,East,Medium,1,0
C3099,23,Female,6,258.25,6,157,95,Basic,East,Low,1,0
C3100,36,Female,3,583.16,5,4,86,Basic,West,Low,6,0
C3101,54,Female,1,176.55,1,71,99,Basic,East,High,9,0
C3102,21,Female,4,471.3,2,171,21,Silver,South,Low,9,0
C3103,64,Male,9,278.2,5,84,57,Silver,North,Medium,3,0
C3104,21,Male,2,390.89,9,162,10,Gold,West,High,5,0
C3105,37,Male,3,149.77,4,100,43,Basic,North,Low,8,0
C3106,27,Male,2,253.21,9,71,29,Silver,North,Medium,9,0
C3107,41,Male,2,350.43,3,33,46,Gold,South,Low,3,0
C3108,52,Male,8,215.85,1,143,46,Platinum,East,Low,6,0
C3109,43,Male,3,370.93,6,120,63,Platinum,South,Low,8,0
C3110,54,Female,7,209.88,10,168,42,Silver,South,Medium,0,0
C3111,55,Female,8,425.05,7,93,35,Basic,East,Medium,9,0
C3112,38,Female,3,552.18,4,133,33,Basic,West,Medium,1,0
C3113,57,Female,2,142.74,10,178,13,Gold,North,High,8,0
C3114,56,Male,8,208.31,5,99,5,Gold,West,Low,4,0
C3115,38,Male,3,522.21,4,66,84,Silver,West,Medium,3,0
C3116,27,Male,7,415.78,3,54,91,Basic,South,Medium,6,0
C3117,55,Female,1,139.35,1,174,76,Silver,East,Low,4,1
C3118,63,Male,6,343.18,6,80,51,Basic,East,Low,0,0
C3119,21,Female,9,204.88,10,139,80,Basic,North,Medium,8,0
C3120,62,Male,3,199.55,5,124,14,Basic,East,High,7,0
C3121,37,Male,7,570.32,11,177,20,Gold,West,High,2,0
C3122,34,Male,6,480.77,1,151,51,Basic,East,Low,9,0
C3123,24,Male,8,448.12,5,55,47,Silver,East,High,2,0
C3124,21,Female,3,219.46,6,5,28,Basic,West,High,2,0
C3125,46,Female,3,159.29,10,35,12,Silver,North,Medium,6,0
C3126,31,Male,4,535.42,5,93,79,Silver,North,Low,1,0
C3127,20,Female,3,102.94,1,119,30,Gold,West,High,8,0
C3128,41,Male,9,294.05,5,54,11,Basic,East,Medium,3,0
C3129,54,Male,4,238.81,10,3,83,Basic,East,High,6,0
C3130,33,Male,6,385.19,1,6,19,Silver,North,Medium,7,0
C3131,69,Male,8,225.25,11,87,52,Basic,North,Medium,4,0
C3132,21,Female,8,255.6,3,110,7,Basic,North,Low,7,0
C3133,41,Male,5,525.02,2,56,20,Silver,South,High,3,0
C3134,51,Male,5,401.59,1,2,83,Silver,North,Low,9,0
C3135,47,Female,6,172.84,4,82,93,Basic,East,Low,1,0
C3136,35,Male,7,463.24,2,94,18,Basic,North,Medium,2,0
C3137,36,Female,7,203.73,5,166,92,Gold,East,Medium,5,0
C3138,48,Male,4,316.5,10,5,79,Silver,East,Low,9,0
C3139,36,Male,6,423.3,1,174,7,Basic,East,Medium,5,0
C3140,66,Male,7,235.96,10,139,77,Basic,North,Medium,6,0
C3141,63,Male,5,292.05,1,138,74,Silver,North,Medium,3,0
C3142,36,Male,5,467.07,11,41,35,Basic,West,Low,7,0
C3143,39,Male,2,568.96,10,116,84,Gold,North,Medium,7,0
C3144,41,Female,7,364.62,4,44,79,Silver,North,Low,6,0
C3145,62,Male,6,104.99,7,90,21,Basic,North,Low,2,0
C3146,29,Female,1,269.23,2,33,53,Gold,South,Medium,2,0
C3147,47,Female,4,299.32,2,56,7,Basic,North,Medium,1,0
C3148,55,Male,3,269.59,1,140,87,Basic,South,Low,6,0
C3149,48,Female,3,318.13,5,2,92,Silver,East,Medium,5,0
C3150,53,Male,7,416.33,6,1,59,Silver,East,Low,6,0
C3151,36,Female,4,160.56,6,121,76,Basic,East,Low,1,0
C3152,65,Male,8,236.32,2,125,44,Basic,East,Medium,3,0
C3153,62,Female,9,353.82,7,33,70,Basic,South,Medium,0,0
C3154,53,Female,3,257.79,6,103,91,Basic,South,Medium,1,0
C3155,47,Male,5,595.54,8,36,44,Silver,East,Medium,6,0
C3156,66,Female,4,315.72,6,149,34,Silver,North,Medium,4,0
C3157,50,Male,6,534.9,9,84,29,Basic,East,Medium,9,0
C3158,35,Male,4,548.25,10,164,11,Basic,East,Low,2,0
C3159,69,Male,8,518.0,2,26,96,Basic,South,Low,1,0
C3160,66,Male,3,123.45,7,175,54,Basic,East,Medium,2,0
C3161,45,Male,5,573.87,5,129,85,Basic,South,Medium,3,0
C3162,64,Female,1,164.37,1,166,5,Basic,West,Medium,9,0
C3163,28,Female,6,117.2,3,142,95,Basic,South,Low,9,0
C3164,62,Female,5,307.18,4,90,48,Silver,East,Medium,4,0
C3165,50,Male,8,197.32,2,46,53,Silver,North,High,7,0
C3166,34,Female,9,192.1,7,42,11,Basic,South,Medium,8,0
C3167,23,Female,8,243.91,1,135,7,Gold,South,Medium,1,0
C3168,21,Female,8,224.2,3,55,98,Gold,South,Low,2,0
C3169,37,Female,3,442.4,9,56,5,Platinum,East,Low,3,0
C3170,65,Female,4,193.39,11,118,55,Gold,East,Low,6,0
C3171,64,Male,4,371.56,2,76,42,Silver,South,Medium,5,0
C3172,44,Male,5,593.21,5,63,47,Silver,North,High,5,0
C3173,32,Female,9,316.19,4,152,59,Basic,East,High,9,0
C3174,23,Male,9,420.94,3,83,61,Silver,North,Medium,6,0
C3175,64,Male,1,584.69,5,99,57,Silver,West,High,0,0
C3176,31,Female,8,168.82,6,132,37,Silver,North,Medium,7,0
C3177,28,Female,1,309.3,1,42,84,Silver,East,Medium,8,0
C3178,56,Male,2,525.1,2,96,66,Basic,South,Low,1,1
C3179,26,Female,7,566.15,1,110,15,Silver,West,Medium,0,0
C3180,43,Male,8,400.62,3,70,76,Basic,North,Low,3,0
C3181,33,Male,1,171.71,8,28,56,Silver,South,Medium,1,0
C3182,22,Female,3,550.74,8,126,5,Gold,West,High,5,0
C3183,69,Male,7,187.22,4,92,18,Gold,North,Low,2,0
C3184,27,Male,9,276.44,6,40,98,Silver,South,Low,8,0
C3185,67,Male,8,287.75,9,179,89,Basic,West,Low,7,0
C3186,20,Female,8,323.65,7,157,25,Gold,East,Medium,6,0
C3187,30,Female,9,495.08,2,42,38,Basic,North,Low,6,0
C3188,60,Female,3,501.07,11,118,94,Gold,North,Medium,6,0
C3189,66,Female,8,459.83,2,5,18,Basic,West,Medium,4,0
C3190,47,Male,1,111.06,3,101,44,Basic,North,Medium,7,0
C3191,62,Female,8,382.42,8,169,39,Silver,South,Low,3,0
C3192,23,Female,7,473.75,10,61,46,Silver,North,High,4,0
C3193,34,Female,8,322.31,9,156,86,Basic,North,Medium,2,0
C3194,62,Female,1,572.47,3,41,24,Silver,South,Medium,2,0
C3195,68,Male,6,511.91,9,111,64,Silver,South,Medium,1,0
C3196,36,Male,7,419.08,10,9,13,Basic,East,Medium,4,0
C3197,59,Male,5,131.21,8,157,37,Silver,South,Low,1,0
C3198,52,Female,5,426.17,5,166,53,Basic,North,Medium,9,0
C3199,63,Female,7,555.79,11,62,72,Silver,West,Medium,3,0
C3200,43,Male,3,289.72,10,54,8,Basic,North,Medium,9,0
C3201,68,Female,6,519.07,3,104,52,Silver,East,Low,0,0
C3202,22,Female,7,256.58,11,126,20,Basic,West,Low,1,0
C3203,46,Male,1,385.05,7,34,51,Basic,East,Medium,0,0
C3204,54,Male,2,424.21,9,165,30,Silver,North,Low,1,1
C3205,37,Female,4,439.0,6,177,74,Silver,South,High,3,0
C3206,66,Female,8,541.27,3,42,41,Platinum,West,Low,0,0
C3207,38,Female,6,217.31,5,14,26,Gold,North,Medium,5,0
C3208,27,Male,1,231.18,7,33,11,Silver,West,Medium,0,0
C3209,22,Male,5,452.02,8,118,46,Basic,East,High,2,0
C3210,53,Male,7,188.6,4,98,34,Basic,North,Medium,1,0
C3211,23,Male,6,332.14,2,92,78,Basic,West,Low,1,0
C3212,43,Female,9,110.02,10,100,83,Basic,North,Low,3,0
C3213,21,Male,8,170.49,2,87,10,Gold,North,Medium,8,0
C3214,56,Male,4,439.42,3,145,28,Basic,East,Medium,2,0
C3215,56,Female,5,473.73,8,124,70,Basic,East,Medium,5,0
C3216,67,Female,7,157.66,1,32,44,Basic,East,Low,9,0
C3217,52,Female,8,213.85,7,101,19,Basic,South,High,2,0
C3218,18,Male,5,149.45,6,39,57,Basic,West,Low,9,0
C3219,41,Female,9,316.71,2,94,89,Silver,East,Medium,4,0
C3220,53,Female,4,163.06,9,10,86,Basic,South,High,8,0
C3221,23,Male,4,318.65,5,152,9,Silver,South,Medium,2,0
C3222,58,Male,8,466.05,2,100,93,Silver,West,Medium,7,0
C3223,63,Female,1,441.69,3,58,40,Silver,West,Low,5,0
C3224,61,Male,8,240.23,7,101,78,Silver,East,High,7,0
C3225,48,Female,5,436.88,7,64,50,Silver,South,Low,1,0
C3226,37,Female,1,563.86,10,19,27,Basic,West,Medium,8,0
C3227,41,Male,4,273.76,1,101,92,Basic,West,High,0,0
C3228,42,Female,2,264.56,10,117,49,Gold,West,Low,2,1
C3229,53,Male,4,385.72,11,136,14,Basic,West,Medium,3,0
C3230,38,Male,8,222.75,11,71,58,Basic,South,High,5,0
C3231,47,Male,5,425.79,4,40,74,Basic,North,Medium,3,0
C3232,41,Female,1,516.13,6,13,81,Silver,West,Medium,1,0
C3233,61,Male,7,329.66,8,101,89,Basic,South,High,2,0
C3234,59,Male,1,439.75,3,124,36,Silver,West,Medium,2,0
C3235,47,Female,9,425.94,3,155,47,Silver,South,Medium,5,0
C3236,39,Female,3,119.33,8,82,19,Basic,East,Medium,4,0
C3237,45,Female,3,191.71,8,88,70,Basic,North,Low,4,0
C3238,24,Female,6,546.77,8,105,19,Silver,South,Low,3,0
C3239,52,Male,6,569.45,1,130,85,Basic,South,Low,3,0
C3240,45,Male,6,490.22,8,16,24,Basic,South,Low,8,0
C3241,31,Male,1,560.62,8,14,54,Basic,West,Low,6,0
C3242,27,Female,5,253.07,2,128,10,Silver,East,Medium,7,0
C3243,33,Female,6,223.86,9,145,83,Silver,West,Low,3,0
C3244,33,Male,8,292.15,7,60,21,Basic,East,High,2,0
C3245,48,Female,1,127.67,8,17,30,Silver,North,Medium,0,0
C3246,59,Female,5,504.94,2,45,26,Silver,West,Medium,8,0
C3247,42,Male,3,592.09,4,38,77,Basic,South,Medium,8,0
C3248,30,Male,2,512.01,7,124,68,Basic,North,Low,1,1
C3249,23,Female,8,377.49,6,104,80,Gold,West,Medium,3,0
C3250,61,Female,7,247.64,7,64,90,Silver,East,Medium,3,0
C3251,26,Female,7,198.85,1,121,62,Silver,West,Medium,0,0
C3252,62,Male,5,282.03,8,6,91,Basic,West,Low,1,0
C3253,53,Male,9,433.48,7,112,41,Silver,South,Medium,7,0
C3254,60,Male,5,323.53,4,102,82,Silver,South,Medium,5,0
C3255,37,Male,2,567.03,1,49,92,Basic,North,Medium,0,0
C3256,35,Male,3,527.11,8,21,76,Gold,South,Low,6,0
C3257,60,Female,4,151.2,10,23,94,Basic,West,Medium,6,0
C3258,38,Female,5,165.76,7,76,32,Basic,West,Medium,5,0
C3259,21,Female,3,438.12,8,64,90,Basic,East,Medium,7,0
C3260,67,Male,7,215.38,10,157,53,Silver,West,Medium,4,0
C3261,50,Male,5,495.51,1,27,77,Silver,North,Low,1,0
C3262,44,Male,5,395.68,5,134,71,Silver,North,Low,3,0
C3263,24,Female,6,214.92,9,149,93,Gold,South,Low,7,0
C3264,23,Male,7,339.34,5,71,80,Basic,East,Low,7,0
C3265,32,Male,8,303.04,10,107,97,Silver,West,Low,4,0
C3266,35,Female,9,536.58,3,169,71,Silver,South,Low,5,0
C3267,49,Male,4,116.08,9,133,45,Platinum,West,Low,8,0
C3268,28,Female,5,547.92,9,143,50,Basic,North,Medium,9,0
C3269,37,Male,5,426.04,4,149,91,Platinum,North,High,9,0
C3270,41,Male,8,468.77,4,58,91,Basic,East,Medium,9,0
C3271,32,Female,9,101.3,11,132,59,Silver,West,Medium,1,0
C3272,65,Female,7,414.12,8,135,86,Silver,West,High,4,0
C3273,24,Female,5,394.24,7,35,15,Gold,North,Medium,8,0
C3274,38,Female,3,368.6,11,164,30,Basic,East,Low,2,0
C3275,59,Female,1,492.93,5,121,76,Basic,South,Medium,5,0
C3276,43,Female,9,377.94,6,143,96,Basic,East,Medium,3,0
C3277,61,Male,5,528.55,3,130,86,Silver,South,Medium,3,0
C3278,31,Male,9,216.32,6,120,17,Silver,South,High,2,0
C3279,54,Female,4,502.99,8,5,40,Gold,North,Medium,9,0
C3280,38,Male,5,189.66,10,71,68,Basic,South,High,0,0
C3281,35,Female,4,506.56,11,86,55,Basic,West,Medium,7,0
C3282,22,Male,2,570.23,9,95,80,Basic,North,Medium,4,0
C3283,20,Female,1,267.85,3,160,26,Basic,East,Medium,1,0
C3284,40,Male,8,364.94,8,41,64,Silver,East,Medium,0,0
C3285,43,Male,4,429.16,3,170,6,Gold,South,Low,0,0
C3286,54,Male,5,139.74,2,75,60,Platinum,West,Medium,3,0
C3287,41,Male,6,347.04,5,168,44,Basic,East,Medium,3,0
C3288,66,Male,8,280.29,4,83,32,Basic,South,Medium,5,0
C3289,36,Female,8,536.23,5,38,81,Basic,East,Low,6,0
C3290,68,Female,7,538.34,6,42,7,Silver,West,Low,0,0
C3291,42,Female,4,450.39,3,165,67,Platinum,South,Medium,9,0
C3292,38,Male,6,427.86,1,56,27,Basic,West,High,1,0
C3293,29,Female,4,466.84,4,71,59,Basic,South,Medium,2,0
C3294,58,Male,7,282.99,6,55,36,Silver,West,Medium,8,0
C3295,50,Male,1,302.26,2,22,88,Silver,East,Low,3,0
C3296,67,Male,5,376.85,2,27,32,Basic,East,Medium,5,0
C3297,21,Female,4,569.01,1,105,12,Gold,West,Medium,1,0
C3298,59,Male,7,462.0,9,175,7,Basic,East,Medium,1,0
C3299,24,Female,9,375.49,3,38,98,Gold,East,High,1,0
C3300,39,Female,5,485.21,2,112,93,Basic,South,High,4,0
C3301,50,Male,4,285.45,4,39,57,Basic,West,Low,8,0
C3302,34,Male,9,465.23,6,143,98,Basic,South,Medium,5,0
C3303,41,Female,5,305.34,1,119,33,Basic,East,Low,8,0
C3304,51,Female,9,239.83,9,60,98,Silver,East,Low,5,0
C3305,45,Female,8,404.86,9,136,93,Silver,North,Low,8,0
C3306,60,Female,4,443.44,8,44,85,Basic,West,Medium,4,0
C3307,58,Female,7,329.65,6,43,63,Silver,West,Medium,0,0
C3308,56,Female,5,382.75,4,134,28,Basic,South,Medium,5,0
C3309,39,Male,4,447.03,2,155,42,Basic,West,High,3,0
C3310,66,Female,5,483.86,8,173,32,Platinum,South,Low,8,0
C3311,34,Female,5,547.79,7,23,66,Gold,East,Medium,5,0
C3312,51,Female,9,277.27,4,122,55,Basic,North,Medium,0,0
C3313,23,Female,9,575.74,3,141,11,Basic,East,Low,5,0
